ke0,kcp0,v0,alpha_ke,conc_central_eff,tau_kel_reversion,ke_slope,ke_vs_crcl,conc_peri_eff,tau_auc,tau_mic,tau_p_periph_eff,p_periph_eff_0,ske,svol,prob
0.00182180001063187,0.5832987687167709,154.68374280158494,0.3833887740838528,9.182601460600615,9.55947883309126,1.1592217919900196,0.13832540903716903,10.671962021821091,19.351201401305868,9.10632150602916,28.167872028336102,0.09113597869873048,1.5,2.5e-4,1
