1.232611490675882e-48,0.0,0.0,0.0,1.6623570477724256e-57,4.263622249493326e-72,0.0,0.0,0.0,0.8013336500515846,5.776327950638024e-35,0.0,0.0,8.505556899756402e-156,2.99865977847827e-30,0.0,0.0,0.0,0.00046143508252982705,0.0,0.0,0.0,1.269924860428839e-46,1.3026911503064945e-12,2.4177716533917427e-18,2.15971227778478e-167,0.0,0.0,0.0,0.0,0.0,3.0770719130960765e-52,0.0,0.0,2.2166637346921476e-15,0.0,0.0,5.671502985362826e-31,1.253617768994873e-239,0.0,7.335149020160408e-18,9.276212660451572e-70,0.0,0.1982049148645805,0.0,0.0,0.0,0.0,0.0
1.6443174868675915e-255,3.4756806103337494e-91,3.930227305087844e-92,2.170668086896478e-86,3.0084053062279345e-264,2.5960308442643344e-252,6.141664961321058e-70,5.839987120237745e-137,4.417802915446677e-121,4.8670686359741136e-265,1.961143677622742e-276,7.505564586129872e-95,9.898187586881851e-77,3.158943414404857e-234,5.068576730322906e-245,9.223489013950396e-11,3.630905444548908e-132,1.6092564826047557e-27,7.914997149687823e-272,1.3861334304779245e-92,9.20038902998604e-18,5.637829356602318e-54,3.4996469776822585e-236,5.907056642981902e-273,3.189037813868989e-243,1.41396522975617e-210,0.0,1.3827054750026066e-172,0.9999999990870329,8.45883138144421e-86,1.4420455258588415e-44,4.963553950475095e-230,3.485708534093159e-34,9.302161670072501e-14,2.9203900141546654e-255,1.6184874519259513e-20,8.206393500912716e-10,1.6412758577362972e-246,4.9830396704073565e-228,5.028452866509917e-56,1.4557575179605491e-269,1.258031294094314e-243,1.9627288806989408e-84,4.995816627798775e-264,4.554293117027248e-115,6.871259369436654e-132,1.068805786536109e-63,2.9979629321789893e-76,3.492297171387605e-76
1.5210389268217685e-23,0.0,0.0,0.0,1.808317609253401e-29,1.7075507337216592e-17,0.0,0.0,0.0,6.938645462758272e-59,3.8593238540640534e-48,0.0,0.0,0.005941621407563543,2.8897386449067256e-72,0.0,0.0,0.0,1.5511652990801292e-59,0.0,0.0,0.0,3.4367012734626645e-20,4.3524857357484045e-91,4.0113310743318563e-53,4.692882097594574e-27,0.0,0.0,0.0,0.0,0.0,5.495777618715006e-55,0.0,0.0,3.1979227869133238e-74,0.0,0.0,8.763744946633283e-74,0.9940583785922835,0.0,5.472512450908652e-46,1.529521655273787e-13,0.0,4.203349538616646e-57,0.0,0.0,0.0,0.0,0.0
2.3576647440410174e-199,9.020570035379868e-22,4.888398056475441e-22,0.1846870000698832,6.071710815573039e-206,1.950867552374378e-196,5.051806423230702e-23,3.912804111323183e-68,2.4196111178976856e-36,1.5486855766603775e-210,5.638002101116708e-218,4.081094339107275e-11,6.656245057253874e-30,3.924331410626835e-185,7.810852496926296e-206,1.0680959843166554e-110,3.6595173621477027e-34,1.399732173589516e-212,1.8166683516577957e-215,1.5099841965432004e-39,1.6781878736643178e-131,5.743353535175498e-13,7.404985562623818e-192,7.472262175473248e-220,4.935842486525908e-201,1.3378815578091934e-201,0.0,1.4630603332509624e-74,1.4669057972407936e-262,8.781812321478402e-87,2.632815817163676e-117,4.278797713344592e-204,1.2328193586354192e-39,8.84096635225268e-222,4.3082840340657225e-208,3.974692211237464e-308,6.740099400889506e-147,5.079140510494131e-207,1.9062173966185837e-181,4.087367935964824e-47,3.592318167068992e-212,9.100813684007274e-192,1.572163962134153e-10,9.733353178245655e-210,5.093565926884795e-29,2.1921972586327815e-74,1.1699618199019128e-36,0.6389872739975282,0.1763257257339869
1.5972005511508409e-226,4.935227439288218e-9,1.0705835439353156e-9,1.817852038488644e-25,1.7966914903950568e-235,1.0778070190104204e-222,0.0697464868210074,1.0978816769061494e-58,2.109220415314643e-32,4.891337591044319e-239,2.8118915121596616e-249,3.3366597065522856e-13,0.006879957372129263,1.6841893195087117e-203,3.751590534315186e-222,3.858231879257491e-190,4.41962960726585e-40,0.0,1.0740551494649699e-245,2.1965342283260247e-12,7.57312961922197e-78,3.833899593154385e-20,2.2458736160123507e-208,3.1772594738394785e-249,1.871888442292902e-218,2.8998441180820205e-187,0.0,8.330047126860777e-88,0.0,7.231989268205288e-20,3.1270633694797556e-18,8.51375340019648e-208,8.547441701011836e-39,1.1595219468195959e-141,2.9053297110171456e-231,0.0,3.1141883045109388e-308,1.2583871071512473e-223,1.3729507957499103e-196,0.06048213582867181,2.49624889991608e-242,3.7009423443797717e-214,1.456364095784125e-8,6.713202208696304e-238,5.99075897478701e-26,5.521949478840441e-57,0.8628913994062094,5.336492295652864e-34,1.293545083376316e-34
1.4053304365340816e-13,0.0,0.0,0.0,9.971706696407851e-6,6.802152185179007e-20,0.0,0.0,0.0,4.741589878856002e-21,0.9998567197402705,0.0,0.0,1.9964396907026612e-69,4.6365020187904994e-92,0.0,0.0,0.0,2.2953419580045546e-11,0.0,0.0,0.0,3.96791058248879e-61,3.987113424631678e-43,3.743990292887973e-72,5.456484137404882e-218,0.0,0.0,0.0,0.0,0.0,2.2596933884448903e-134,0.0,0.0,7.670655024170837e-62,0.0,0.0,3.20376260111634e-92,2.322127111321145e-104,0.0,0.0001333085299392161,4.5633860053918325e-36,0.0,8.868210146975001e-22,0.0,0.0,0.0,0.0,0.0
2.1795616991078988e-272,1.0773102432404956e-83,1.0534900779979153e-84,1.6573215044627492e-77,5.026994375849474e-281,4.13582583109778e-269,4.797466769503424e-60,1.2058511394668449e-138,1.3832979897019894e-117,3.049424906331648e-282,4.5392858605874737e-293,1.1692417893233231e-86,1.087557966098675e-67,1.7495762985607594e-250,6.250417364417567e-262,4.0067707336801607e-19,4.466636645786102e-128,4.879916585136279e-97,7.429422360315361e-289,3.4623932861362606e-86,0.000038775533378890995,1.5200230187434243e-44,1.2375443417017865e-252,2.5039740814460946e-290,4.5749521440263345e-260,1.07896904169836e-223,0.0,1.9766053089712362e-174,3.5007726450639704e-24,6.737809520109e-78,1.6036173433862213e-27,1.3031016966478155e-245,5.430006933319109e-25,0.9999612244666211,1.3704319976367082e-272,5.164413291680618e-116,2.1463525249760327e-36,1.91010280551687e-263,6.518000012951459e-244,4.777118930542833e-44,1.8204264838151354e-286,2.5565698225294444e-260,1.3880332444883814e-75,3.128699768547911e-281,3.4081939835699786e-110,1.8519725626378565e-133,6.639460262612089e-53,4.504749219047879e-68,4.962717594323895e-68
8.187328901892522e-234,4.888183211814891e-77,8.619451039549069e-78,1.6300608043402307e-66,3.5656269478788396e-242,1.2059489465691373e-230,6.4196995375726215e-62,4.958723694434477e-119,1.0184217799301917e-101,6.017051828056782e-244,1.055071698117119e-254,7.229372791049427e-77,5.073071341811677e-69,2.117865208966185e-214,1.797420956592059e-228,8.801418080460136e-15,7.052418159050517e-110,0.000321457650150574,2.0541732035347804e-250,1.226931509652586e-82,5.944997032329701e-47,5.133421483042309e-44,7.989981776753859e-218,1.958751221903695e-252,1.2620779819596684e-225,4.582901702415281e-204,0.0,8.10609987621124e-148,8.712904632450489e-30,1.5862210327126376e-91,2.0823886779389988e-72,7.595466942077915e-218,4.191986019382187e-34,8.652273956005662e-66,3.3118221229137802e-236,0.9996776152766801,9.270731605785955e-7,7.27256313501174e-230,5.672206289629804e-209,5.579308629938365e-59,7.747510312900077e-248,5.232412116920686e-223,6.83594658896526e-69,5.752885747989085e-243,6.570730364851522e-96,6.442398587311392e-117,1.5537662026843747e-61,4.8342679281553294e-57,4.511327943736471e-57
6.65304045602561e-166,0.0,0.0,0.0,3.60018620207202e-207,1.1263896425073864e-213,0.0,0.0,0.0,3.9558856838785143e-38,3.3184964518116126e-162,0.0,0.0,0.0,2.5497940881161898e-11,0.0,0.0,0.0,7.734662175281279e-62,0.0,0.0,0.0,3.675526915656497e-79,2.4533978733785314e-35,8.556457102551406e-7,7.013081390292712e-122,0.0,0.0,0.0,0.0,0.0,0.9999991443280217,0.0,0.0,9.120956464131669e-17,0.0,0.0,7.699320771437921e-13,0.0,0.0,1.4686643279827693e-107,5.060586566743237e-176,0.0,2.458142314453574e-38,0.0,0.0,0.0,0.0,0.0
2.4367553518324052e-207,0.6851460628931474,0.31369288919676175,2.1559938328739448e-37,6.880369117038753e-216,1.3559244375148254e-203,5.7431313631159285e-8,3.0461687460623965e-40,8.929056557657096e-13,3.8431947944909394e-220,7.960714342013515e-230,4.408118759794734e-6,0.0011158569832351256,3.502491013558604e-186,2.1864371628178406e-206,0.0,1.9717417869128e-17,0.0,1.5685957465911414e-226,0.00004023139295064177,1.4101135210968288e-179,6.353228897088197e-53,6.003076600763372e-192,1.2140328811194117e-230,3.5375552871793065e-202,2.1887512126863242e-180,0.0,1.054461595168445e-59,0.0,8.234509111477415e-28,1.586276667771341e-64,1.791779604607353e-195,1.081003795886465e-99,3.758294505621978e-290,9.530649486407997e-214,0.0,0.0,8.671001755030497e-208,4.671016324368014e-180,2.4912464768726437e-21,5.909454082819911e-223,5.4659646005972555e-196,4.3290655062479433e-7,4.877550520449062e-219,6.107229504181789e-8,3.757831384152901e-42,4.092832146822731e-12,4.296217418848913e-61,3.1449678736444585e-62
