Ke,V,func
0.08777414429187773,105.19375801086426,0.06469409885856064
0.31304471216201785,119.63609099388123,0.04015143002585103
0.2908972652196884,116.63205444812775,0.055109750976076614
0.2824585593223572,130.55969297885895,0.020223184751907392
0.09197050943374635,94.15195107460022,0.019022916398879663
0.08220230033397674,97.85162925720215,0.021943982370955493
0.09868116147518158,113.33384931087494,0.022288657924709264
0.07722899737358094,113.14614295959473,0.02477060615297684
0.2905038626909256,97.31423258781433,0.020550330150784276
0.3023737936973572,131.13098204135895,0.018940651007815952
0.04695101699829102,90.5534565448761,0.020244118106459073
0.28197506461143496,145.1784187555313,0.019979887580586466
0.13004375162124635,100.87558388710022,0.0241047603769807
0.08787031412124635,129.35214638710022,0.019993702804106478
0.016623771929740908,119.37344372272491,0.01980279892708649
0.10391744780540467,94.12448525428772,0.019670979040379937
0.06921479725837708,75.81416547298431,0.01969183376064784
0.30905527303218844,95.05490601062775,0.019729292222555407
0.0632358939409256,104.47731852531433,0.019663835247826875
0.05645424067974091,125.52578747272491,0.04169421100719879
0.05645424067974091,125.56973278522491,0.00022145673093889326
0.33237420434951787,121.74546599388123,0.019631334483016582
0.3549078321456909,89.07857954502106,0.02698872914273793
0.3549078321456909,89.03463423252106,0.012250761983608806
0.3327158396244049,94.89152729511261,0.019608225762190904
0.10634643313884735,142.81170189380646,0.01960784316957442
1.002716597485542,206.93569123744965,0.019607843147614285
0.3219416011571884,70.44553101062775,0.019607843039485397
0.04460804824829102,77.8972065448761,0.019607323527334346
0.09617502577304841,71.64730548858643,0.01960694486149556
0.3494714839696884,78.09201538562775,0.019606419817264773
0.11841156387329102,79.9186909198761,0.019604978485195178
0.341579337310791,102.3747456073761,0.019561482140209027
0.0632358939409256,93.27126383781433,0.01955846117114723
0.07214350819587707,66.76143109798431,0.01952438212293855
0.057039982867240914,126.27285778522491,0.016876323573404326
0.019020223975181584,106.65416181087494,0.01939586988652904
0.13261080679893497,98.20087969303131,0.015110925961692853
0.2930019186973572,132.00988829135895,0.01917890237630413
0.07605751299858093,115.16762733459473,0.010124420444912968
0.03591629772186279,96.74573302268982,0.018988343183693822
0.2852321830034256,95.24880290031433,0.018649828618394915
0.2930019186973572,108.63098204135895,0.021148980821100824
0.2930019186973572,108.58703672885895,0.0012398277882705814
0.08736722793579102,88.4001362323761,0.008409401904712451
0.08736722793579102,88.3561909198761,0.027459553477002373
0.09282373960018159,115.70689618587494,0.01655256468688483
