fke0,kcp,fkpc,fvol0,mmpower,ske,prob
0.0649772834777832,0.2438428467988968,0.00541861814260482,0.7778198857307433,1.7140156686305987,0,0.06075983476838108
0.17614761590957645,0.07491692628860473,5.2111332416534e-4,0.6594223198890684,1.612225180864334,0,0.05939214871283378
0.0502116584777832,0.2329162842988968,7.3346189260482e-4,0.5230698857307435,0.9523945748806006,0,0.07355111487197111
0.3991994738578796,0.7901843575239179,0.9883369616031648,0.22068739652633668,1.1205545246601112,0,0.03630685218955258
0.20742260217666625,0.04627678616046906,0.613456903731823,0.5692055690288543,1.926169872283936,0,0.04626267805062985
0.21322338342666633,0.02539924709796906,0.05748502873182296,1.9285356471538544,3.4821757316589372,0,0.05184639531191588
0.45915180206298856,0.02269490191936492,7.4949944019324e-4,3.367041194200515,3.4994638741016386,0,0.03100394514598915
0.7896101021766663,0.02910647366046906,8.7272404432295e-4,0.6328930690288543,3.0449687004089374,0,0.012024126242650311
0.1768535304069519,0.9891486786127088,0.9742794911384582,0.5349243164062499,3.474242746829986,0,0.02018226803830523
0.11343355655670158,0.9028978785276416,0.04477764334678653,0.01455917215347289,1.370508390665055,0,0.01644545444332374
0.4799968147277832,0.0939928467988968,0.05851705564260483,0.5549136357307435,0.8723652780055999,0,0.01467322988499342
0.14944910049438476,0.32261995835304264,0.5348406786441803,0.17188681077957155,2.3918197035789492,0,0.02209873153067215
0.11708511590957645,0.18632884035110484,0.01652873051166534,0.4663695855140686,1.5214536964893357,0,0.03451013631265836
0.09493667840957644,0.08330696535110473,5.2111332416534e-4,0.5021938042640686,2.0870298683643353,0,0.04376837565784325
0.06446094751358032,0.2688466427803042,0.03817984869480134,0.16060112261772155,2.994110304117203,0,0.01549954266497548
0.6036439895629884,0.02191443316936493,0.34686541740894294,1.2772951004505158,1.3107431709766382,0,0.01775036414219881
0.05027416467666624,0.02013108303546905,6.7750920057158e-4,0.5035278346538542,0.8959940910339351,0,0.0103138862559204
0.15403902530670166,0.6734400660276412,0.12715830740928652,0.1379537034034729,1.6191900312900542,0,0.01365874660531996
0.06920704126358034,0.24484722871780396,0.07468502447605134,0.7576714351177215,0.7849794447422026,0,0.03089293568470202
0.17878433465957644,0.02847903566360473,0.00344933598041534,0.7728656792640685,1.4263853371143342,0,0.02954453268194081
0.364698498249054,0.255465133547783,0.6934693248271944,0.28235064935684206,0.7618529915809632,0,0.01704795240265971
0.17931167840957643,0.07823391847610474,5.2111332416534e-4,0.8863090386390685,1.448943930864334,0,0.03973818670336439
0.17931167840957643,0.04077141847610473,0.03468371098041534,0.9499965386390684,1.3850279152393343,0,0.01499252203230487
0.2168522834777832,0.1257969483613968,5.3824704885482e-4,0.6902495732307433,1.1242695748805998,0,0.07977681143548368
0.0517936897277832,0.1197483155488968,7.3346189260482e-4,1.5938159794807432,1.2633809030055998,0,0.04275677086600572
0.10673425674438476,0.5126640989780424,0.5100483934879309,0.14601376390457155,3.49987634420395,0,0.02733964709250877
0.15825777530670165,0.9992857691526414,0.02018057303428649,0.1379537034034729,0.8344732344150547,0,0.00616354837284088
0.3625891232490539,0.9797401335477828,0.691321961545944,0.32215533685684206,0.7511108040809632,0,0.0407864382761208
0.4114421272277832,0.03389675304889679,0.00854205564260483,0.5549136357307435,0.7756855905055998,0,0.00495612772737033
0.11286636590957642,0.07881927003860473,0.10945099613666535,0.9997523980140686,2.879803305864337,0,0.05458148028353795
0.08659837722778321,0.0883344483613968,5.3824704885482e-4,1.3669292607307435,1.0120137155056,0,0.02834672317428038
0.12076197385787964,0.5293126778364182,0.6039589342594146,0.2067557559013367,3.4999490559101107,0,0.00302849243674533
