cycle,converged,status,neg2ll,nspp,gamlam.0,gamlam.1,gamlam.2,cls.mean,cls.median,cls.sd,k30.mean,k30.median,k30.sd,k40.mean,k40.median,k40.sd,qs.mean,qs.median,qs.sd,vps.mean,vps.median,vps.sd,vs.mean,vs.median,vs.sd,fm1.mean,fm1.median,fm1.sd,fm2.mean,fm2.median,fm2.sd,theta1.mean,theta1.median,theta1.sd,theta2.mean,theta2.median,theta2.sd
11,false,Continue,2751.682856351137,22,1.38042,1.77154,1.87891,0.05848034534244282,0.02101208634876579,0.006177537838901151,0.19125819675419847,0.185825063024252,0.012704773501714466,1.8332175914530027,1.6766250791042663,0.445771867355936,0.22845318262243505,0.21234348368759468,0.028827692176011818,2.6961733183325185,1.1211157930969005,8.670051750802415,0.6084827416220892,0.5301990187849155,0.16664929407079385,0.05397051342126258,0.05032629276899346,0.0002773592270102872,0.03547677704989773,0.034918302711935564,0.00012229356960682898,-1.0425396910885292,-0.7825517528959527,2.054253463154865,-0.2280729776370989,-0.23643093053771894,0.14455414295837943
12,false,Continue,2748.4774744546603,22,1.38042,1.77154,1.78944,0.05724618144011646,0.020991746275117636,0.006499280978988828,0.19231108164995267,0.18514446254140277,0.014618567010293914,1.8515038418301115,1.688241146932372,0.49799522859879763,0.22915192009019494,0.2121265533837727,0.029651333047373614,2.7353209131412166,1.199810250842162,8.941527205768951,0.6102023001501616,0.5313301232011889,0.16719850303454886,0.05409597396967853,0.05078832862568409,0.00028674278460571865,0.03594135654811481,0.03502467048509652,0.00013388147536592352,-1.0755413539288172,-0.746160640132423,2.0886636247531563,-0.22529727083959797,-0.23626214887702995,0.14474129804994793
13,false,Continue,2746.458584515376,22,1.34675,1.77154,1.78944,0.05736444010616566,0.02111286565168443,0.006663879353932693,0.19269567525017986,0.18552551608173515,0.01468458302554759,1.8486689472869182,1.69112275457938,0.5423655693321707,0.22813825835635526,0.21212108962681822,0.030387993102120987,2.8367722995294007,1.2216506182036893,10.792382794674795,0.6100465030437511,0.529357741046915,0.16767875854305347,0.054047890313019924,0.05100439469068575,0.00029070305511243405,0.03589976898693614,0.034972092458033656,0.00014862389147999474,-1.1139081257501626,-0.8003295014160623,1.9845904082849812,-0.21056412301744026,-0.23999973353840368,0.15410246646605127
14,false,Continue,2745.3051036130555,22,1.34675,1.77154,1.78944,0.05751542802965588,0.021074736483999934,0.006784523557685148,0.191955746226106,0.1862307363677948,0.014662652575241622,1.8613486847836762,1.6905019664082848,0.5524890147170399,0.2284951212059911,0.21211684332504657,0.030621866500863765,2.887961252344164,1.2380045486503741,12.379827784925407,0.6104538201582334,0.534419400712415,0.16825105074521823,0.05399087557982329,0.0512466536728004,0.00029706473138789815,0.03610823392212679,0.034989301570758025,0.00015286104298642988,-1.0807714334536287,-0.7939609245952925,2.0143599007473423,-0.2182346001013493,-0.2398445081787235,0.14923927751641136
15,false,Continue,2744.3312244115323,22,1.34675,1.72833,1.78944,0.057892453405864595,0.021091632459863577,0.00693893735140604,0.1923005021155715,0.18701067991411316,0.014751998675822572,1.8674881249145365,1.6940698319276208,0.5587989347638508,0.22834446451062942,0.21225215375408876,0.030679700882570406,2.9086085907915087,1.245889901213167,12.734758731079818,0.6101727860309818,0.5377537121292739,0.16780596372295906,0.05405293875847903,0.05135394669960326,0.00029624715299581504,0.036272099006383667,0.03515067786913771,0.00015651008854559084,-1.0526194841399314,-0.6128277182731379,2.0344252874015973,-0.21687950595277597,-0.24107352216038883,0.150238507119965
16,false,Continue,2733.0566107638974,22,1.36359,1.64603,1.76734,0.05785026031048555,0.021370722990852135,0.007051935948229792,0.19536906413233945,0.18627639931489773,0.014922243649860814,1.9269356881242699,1.7183569353929893,0.6678547410478751,0.22976665719967412,0.2127836484254071,0.034399805912282214,2.9006563699036145,1.2622333895098397,13.344824616293657,0.6057200374234678,0.5389016299194047,0.16971368985798435,0.0531726008476556,0.04970305876216781,0.0002982306670223774,0.03743410285832615,0.035325433932886764,0.00021845385868773855,-1.031858215029217,-0.5977132025743472,1.9890896674769696,-0.20978537421806387,-0.2405226391735576,0.1544637365668317
17,false,Continue,2728.368820824521,22,1.33033,1.64603,1.76734,0.05820998477293622,0.021541107945289264,0.007194506738735372,0.1959465032350379,0.1877389216389276,0.014698125072439632,1.9375090899613718,1.7250190303190054,0.6647194996124848,0.23083331711395114,0.2127836484254071,0.03774448801646034,2.9019964921840473,1.2685469110709406,13.217381057989785,0.605167972325655,0.5369528576357775,0.1667658550089755,0.05306692888692945,0.04990077613061145,0.0002964225370084597,0.0376278043775696,0.035498762113400646,0.0002214911273486259,-1.0032793748108546,-0.5930630052721378,2.0769941140517068,-0.2114900062951959,-0.24146356707639452,0.15423248501283254
18,false,Continue,2727.0676403432403,22,1.33033,1.72833,1.74553,0.05798046883171059,0.021450507877201867,0.007156312658107013,0.19611578726749687,0.1873202783668127,0.01466269976688926,1.9399215467637452,1.7285902837936276,0.6637226168234315,0.23077760709243156,0.21294117665962947,0.03774271965411705,2.8911965698770334,1.2689250134872578,12.594311075658895,0.6061745901374044,0.5383463205839436,0.1677402804602086,0.05328112511878022,0.05006640648562073,0.0003011804976411261,0.03777383882959787,0.03562932485012238,0.00022178760213708312,-1.0004142776643623,-0.5921334507328098,2.1290882523889687,-0.2201067034166904,-0.2418515600328526,0.15098914343726136
19,false,Continue,2725.4508266904754,22,1.33033,1.72833,1.74553,0.0581709164072598,0.02133335004347929,0.007213483027935,0.1963184930714365,0.18752905442034723,0.014633232253481,1.944011154472649,1.7279481160405832,0.6672248285185473,0.23107839638358818,0.21065672830632526,0.03849677540369925,2.9387696478056395,1.268872825866046,13.178924362294898,0.6058243774905784,0.5348304499149192,0.16756864863853987,0.05332832621018573,0.05010016507227469,0.0003019547646641504,0.03784735053012574,0.035662260942945556,0.00022087715898137312,-0.965870286617854,-0.5925995359796975,2.231998675423842,-0.2425692883463533,-0.24141963854143014,0.12899041744361212
20,false,Continue,2724.4474718580623,22,1.33033,1.64603,1.74553,0.058149833046892946,0.02143137478038004,0.007219149390840431,0.19711321509639684,0.18684997238128437,0.014527984126666676,1.9525489401270841,1.7289023228676914,0.6595474671248409,0.23297085747253155,0.21065672830632526,0.040189545693394876,2.94641104134184,1.2696980959827058,13.397245606362018,0.6062804476657034,0.5369419443802737,0.16722947367405344,0.05346402187055317,0.05012150677541334,0.00029744101579952414,0.03796730919905991,0.0357643960852086,0.00021804524764549365,-0.9927360153399082,-0.5944566429374436,2.3933094133918096,-0.2432195377740064,-0.24141963854143014,0.12903723043721985
21,false,Continue,2723.977511533375,22,1.33033,1.64603,1.74553,0.05825001951784778,0.02143137478038004,0.007249304978284041,0.19727387242164351,0.18786408287264056,0.014527556081310785,1.9545519916225487,1.7291322571829868,0.6603468597793228,0.23260065182277714,0.21065672830632526,0.04021497178345513,2.9686529950088643,1.2692540566783888,13.717181514358227,0.6067551044973087,0.53439076971729,0.16701919508563234,0.05352882782294399,0.05026674570786902,0.0002973352352430429,0.0380767774954087,0.03587922225142177,0.00021668478064543786,-0.9876554981870136,-0.592274379862172,2.3905434422591236,-0.24337910836452786,-0.24040124638977375,0.12924294065560882
22,false,Continue,2723.046831725893,22,1.33033,1.64603,1.74553,0.058324860413029006,0.02143137478038004,0.007288923279885135,0.19769855930428976,0.1889747449922639,0.014484209149428585,1.9623821916758544,1.7297845103452891,0.6504099418910163,0.23155648567159012,0.21065672830632526,0.04039667806102357,2.9648885994805494,1.2693421682284232,14.037304005176528,0.6097133130601261,0.534009452412685,0.16577616026822406,0.0536701660132357,0.050440281677690574,0.0002945835464630526,0.03827229049841142,0.03595776163371526,0.00021220265289470064,-0.9798501566577387,-0.5960180465567986,2.458942303092918,-0.241905822248364,-0.24040124638977375,0.12979776049511355
