ke,v,prob
0.086518359375,103.1787109375,0.06604378868514989
0.1304490234375,97.24609375,0.03921568624623767
1.02282724609375,194.51904296875,0.019607843142661945
0.1058478515625,139.169921875,0.019607843160936878
0.32169384765625003,68.35205078125,0.019607843063932227
0.043173437500000016,76.416015625,0.0196073013792577
0.33223720703125,92.21435546875,0.01960807990514778
0.34922373046875,75.73486328125,0.01960670003045904
0.0953044921875,70.0439453125,0.019606956508021193
0.33282294921875,117.35107421875,0.01964585748382621
0.30822177734375,92.69775390625,0.01975670895609882
0.11697695312500002,78.3935546875,0.019619208417896015
0.06279580078125,101.79443359375,0.019666917705669012
0.06894609375,73.779296875,0.019699184590165703
0.10379775390625,91.33544921875,0.019647919855277668
0.06279580078125,90.85205078125,0.01955998873859117
0.016522167968749984,115.98876953125,0.019793705140549383
0.0712890625,65.25390625,0.01951690846832004
0.34102333984375,99.59716796875,0.019551229003115674
0.018279394531249986,104.03564453125,0.019405565279144433
0.08710410156250001,126.25,0.019899255227995273
0.045809277343749996,88.56689453125,0.02066523951433268
0.281716943359375,140.872802734375,0.019969683446714893
0.282888427734375,126.063232421875,0.02127479495876752
0.29006376953125,94.45556640625,0.02065863312983064
0.29226030273437503,128.656005859375,0.01917390219361373
0.09149716796875,91.64306640625,0.01943770284493975
0.301632177734375,127.864990234375,0.019078962756467307
0.08271103515625,94.45556640625,0.0241816111400729
0.03555878906250001,94.1259765625,0.018566761532708417
0.098233203125,110.2099609375,0.023038596893006538
0.28479208984375,92.60986328125,0.018533734166784076
0.29387109375,103.7939453125,0.01822422576005151
0.09208291015624999,112.73681640625,0.015898902638926116
0.29064951171875,112.91259765625,0.018513912166075022
0.35449541015624997,86.50146484375,0.002760163376971263
0.31261484375,116.3623046875,0.03156130684380014
0.07626787109375001,110.80322265625,0.02748830588911653
0.08681123046875,85.97412109375,0.030053057517925558
0.056059765625,121.85546875,0.0351791922472714
0.056645507812499996,122.822265625,0.017357447100567722
0.08681123046875,86.01806640625,0.0035995120779823866
0.07626787109375001,110.84716796875,0.005626398604392106
0.29064951171875,112.86865234375,0.039672866438526334
0.35449541015624997,86.54541015625,0.03647494807053948
0.31261484375,116.40625,0.008483311033275254
0.056645507812499996,122.7783203125,0.006252336668887009
